record_id,title,year,authors,source_type,venue_or_source,doi_or_url,corpus_layer,task_category,exclusion_reason,note
CP106,OSS-CRS: Liberating AIxCC Cyber Reasoning Systems for Real-World Open-Source Security,2026,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2603.08566,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP107,GRIDAI: Generating and Repairing Intrusion Detection Rules via Collaboration among Multiple LLM-based Agents,2025-10-15,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2510.13257,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP108,TrustPKBG: Trustworthy Protocol Knowledge Blueprints Generation via LLM for Low-Altitude AAV Networks,2026,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://ieeexplore.ieee.org/abstract/document/11366924,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP109,[SOK] Large language models in security code review and testing,2026-01-23,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://digitalcollection.zhaw.ch/handle/11475/35478,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP110,Directed Greybox Fuzzing via Large Language Model,2025/05/06,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2505.03425v1,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP111,Fuzzing: Randomness? Reasoning! Efficient Directed Fuzzing via Large Language Models,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2507.22065,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP112,ChainFuzzer: Greybox Fuzzing for Workflow-Level Multi-Tool Vulnerabilities in LLM Agents,2026,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2603.12614,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP113,Adversarial generation method for smart contract fuzz testing seeds guided by chain-based LLM,2025/05/01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1007/s10515-024-00483-4,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP114,Make Agent Defeat Agent: Automatic Detection of Taint-Style Vulnerabilities in LLM-based Agents,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/liu-fengyu,Supporting,Agent safety / governance,NA,Extended-synthesis governance context; targets LLM-agent applications and does not enter target-software distributions.
CP115,LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights,"十一月 21, 2025",NA,journalArticle,Zotero/FuLei518/project merged candidate,https://dl.acm.org/doi/10.1145/3769082,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP116,Hybrid Language Processor Fuzzing via LLM-Based Constraint Solving,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/yang-yupeng,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP117,Vulnerability Detection: From Formal Verification to Large Language Models and Hybrid Approaches: A Comprehensive Overview,2026,NA,bookSection,Zotero/FuLei518/project merged candidate,urn:isbn:978-3-031-99447-0,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP118,KernelGPT: Enhanced Kernel Fuzzing via Large Language Models,"三月 30, 2025",NA,conferencePaper,Zotero/FuLei518/project merged candidate,urn:isbn:979-8-4007-1079-7,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP119,Low-Cost and Comprehensive Non-textual Input Fuzzing with LLM-Synthesized Input Generators,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/zhang-kunpeng,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP120,"Large language models for software vulnerability detection: a guide for researchers on models, methods, techniques, datasets, and metrics",2025/04/01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1007/s10207-025-00992-7,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP121,A Contemporary Survey of Large Language Model Assisted Program Analysis,2025-02-05,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2502.18474,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP122,OSmartPro: a large language model-assisted option fuzzing approach,2026/12/01,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://link.springer.com/article/10.1186/s42400-026-00557-8,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP123,PatchIsland: Orchestration of LLM Agents for Continuous Vulnerability Repair,2026-01-24,NA,preprint,Zotero/FuLei518/project merged candidate,http://arxiv.org/abs/2601.17471,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP124,Getting pwn'd by AI: Penetration Testing with Large Language Models,2023,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://doi.org/10.1145/3611643.3613083,Background,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP125,PentestGPT: An LLM-empowered Automatic Penetration Testing Tool,2023,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2308.06782,Background,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP126,LLM Agents can Autonomously Hack Websites,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2402.06664,Background,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP127,LLM Agents can Autonomously Exploit One-day Vulnerabilities,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2404.08144,Background,Validation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP128,Teams of LLM Agents can Exploit Zero-Day Vulnerabilities,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2406.01637,Supporting,Validation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP129,EnIGMA: Enhanced Interactive Generative Model Agent for CTF Challenges,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://dblp.org/rec/journals/corr/abs-2409-16165.html,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP130,Cybench: A Framework for Evaluating Cybersecurity Capabilities and Risks of Language Models,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3e9412a9c1d93810ef3ef7825115016b-Abstract-Conference.html,Core,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP131,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://bountybench.github.io/,Core,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP132,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2506.11791,Core,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP133,CyberGym: Evaluating AI Agents' Cybersecurity Capabilities with Real-World Vulnerabilities at Scale,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://www.cybergym.io/,Core,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP134,PATCHAGENT: A Practical Program Repair Agent Mimicking Human Expertise,2025,NA,conferencePaper,Zotero/FuLei518/project merged candidate,https://www.usenix.org/conference/usenixsecurity25/presentation/yu-zheng,Supporting,Remediation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP135,Vulnerability Mitigation System (VMS): LLM Agent and Evaluation Framework for Autonomous Penetration Testing,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2507.21113,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP136,SIVA: Self Improving Vulnerability Agent,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://research.ibm.com/publications/siva-self-improving-vulnerability-agent,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP137,LLM-Boofuzz: Generation-Based Black-Box Fuzzing for Network Protocols via LLMs,2025,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.3390/electronics14234550,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP138,AutoSecAgent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,2026,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s11227-026-08439-z,Supporting,Discovery,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP139,LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks,2026,NA,journalArticle,Zotero/FuLei518/project merged candidate,https://doi.org/10.1007/s10664-025-10758-3,Supporting,Validation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP140,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2510.15994,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP141,Cybersecurity AI Benchmark (CAIBench): A Meta-Benchmark for Evaluating Cybersecurity AI Agents,2025,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2510.24317,Supporting,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
CP142,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,2024,NA,preprint,Zotero/FuLei518/project merged candidate,https://arxiv.org/abs/2410.02644,Background,Benchmark/Evaluation,NA,context/supporting record; not used for Core quantitative claims unless explicitly coded
