"discovery_id","title","publication_dates","doi","arxiv_id","source_ids","screening_stage","final_analytical_layer","decision_reason","source_location","canonical_search_record_id","existing_canonical_study_id","counting_status","second_coder_required","second_coder_status","second_coder_eligibility","decision_provenance"
"FMS0094","A Vulnerability Code Intent Summary Dataset","2025-04-11","","2504.08180","arxiv","title_abstract","background_reference","The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0094","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0095","A zero-shot framework for cross-project vulnerability detection in source code","2025-10-29","10.1007/s10664-025-10749-4","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0095","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0096","A2AS: Agentic AI Runtime Security and Self-Defense","2025-10-08","","2510.13825","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0096","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0097","Accessible Smart Contracts Verification: Synthesizing Formal Models with Tamed LLMs","2025-01-22","","2501.12972","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0097","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0098","ACCoRD: Actor-Critic Conflict Resolution with Deep learning for O-RAN xApps","2026-05-21","","2605.22306","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0098","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0099","ACE: A Security Architecture for LLM-Integrated App Systems","2025-04-29","10.14722/ndss.2026.230352","2504.20984","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0099","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0100","ACFIX: Guiding LLMs with Mined Common RBAC Practices for Context-Aware Repair of Access Control Vulnerabilities in Smart Contracts","2024-03-11","","2403.06838","arxiv","full_text","study_level","A generator and validator form a bounded repair loop; validator feedback revises the role-permission patch until it passes or the attempt limit is reached.","public full text pp. 1, 4, 2; https://arxiv.org/pdf/2403.06838","FMS0100","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0101","Active Code Learning: Benchmarking Sample-Efficient Training of Code Models","2024-03-13","10.1109/tse.2024.3376964","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0101","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0102","Adaptive Adversaries: A Multi-Turn, Multi-LLM Benchmark for LLM Agent Security","2026-07-20","","2607.18063","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS0102","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0103","Adaptive and AI-Augmented Security Testing: A Systematic Survey of Program Analysis, Feedback-Driven Testing, and Hybrid Learning-Based Approaches","2026-04-29","","2604.27000","arxiv; openalex","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0103","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0104","Adaptive Capitulation: A Structural Failure Mode of LLM Responses in Vulnerability Contexts","2026-07-21","","2607.19629","arxiv","title_abstract","background_reference","The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS0104","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0105","Adaptive Plan-Execute Framework for Smart Contract Security Auditing","2025-05-21","","2505.15242","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 2, 1; https://arxiv.org/pdf/2505.15242","FMS0105","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0106","AdaptJobRec: Enhancing Conversational Career Recommendation through an LLM-Powered Agentic System","2025-08-19","","2508.13423","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0106","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0107","ADFEmu: Enhancing Firmware Fuzzing with Direct Memory Access (DMA) Input Emulation Using Concolic Execution and Large Language Models (LLMs)","2025-01-01","10.32604/cmc.2025.065672","","crossref","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0107","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0108","ADR: An Agentic Detection System for Enterprise Agentic AI Security","2026-05-17","","2605.17380","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0108","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0109","Advanced Smart Contract Vulnerability Detection via LLM-Powered Multi-Agent Systems","2025-10-01","10.1109/tse.2025.3597319","","ieee_crossref","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://daoyuan14.github.io/papers/TSE25_LLM-SmartAudit.pdf","FMS0109","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0110","Advancing Embodied Agent Security: From Safety Benchmarks to Input Moderation","2025-04-22","","2504.15699","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS0110","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0111","Advancing Jailbreak Strategies: A Hybrid Approach to Exploiting LLM Vulnerabilities and Bypassing Modern Defenses","2025-06-27","","2506.21972","arxiv","title_abstract","background_reference","Agent-system security or governance context; the target is not target software.","title, abstract, and exported source metadata","FMS0111","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0112","Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization","2025-02-20","","2502.14496","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0112","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0113","Advancing LLM-Based Security Automation with Customized Group Relative Policy Optimization for Zero-Touch Networks","2025-12-10","","2512.09485","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0113","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
