record_id,title,canonical_study_id,canonical_record_id,version_type,source_version,same_study_as,dedup_basis,analytical_layer,counting_status,retained_reason,notes
CP070,When software security meets large language models: a survey,CS_CP070,CP070,journal_version,journalArticle; Zotero/FuLei518/project merged candidate; https://doi.org/10.1109/JAS.2024.124971; doi=10.1109/JAS.2024.124971,NA,canonical source record; no duplicate detected,background_reference,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP071,ProtocolGuard: detecting protocol non-compliance bugs via LLM-guided static analysis and dynamic verification,CS_CP071,CP071,journal_version,journalArticle; Zotero/FuLei518/project merged candidate; https://doi.org/10.14722/ndss.2026.240521; doi=10.14722/ndss.2026.240521,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP072,BSFuzzer: context-aware semantic fuzzing for BLE logic flaw detection,CS_CP072,CP072,journal_version,journalArticle; Zotero/FuLei518/project merged candidate; https://doi.org/10.14722/ndss.2026.240094; doi=10.14722/ndss.2026.240094,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP073,Building a secure agentic AI application leveraging google's A2A protocol,CS_CP101,CP101,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2504.16902; doi=10.1109/ACSACW69556.2025.00043; arxiv=2504.16902,CP101,same DOI as CP101; arXiv preprint superseded by IEEE conference record,alternate_version,alternate_version_not_counted,alternate version retained for provenance only; excluded from analytical denominators,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP074,RFCAUDIT: AI agent for auditing protocol implementations against RFC specifications,CS_CP102,CP102,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2506.00714; doi=10.1109/ASE63991.2025.00105; arxiv=2506.00714,CP102,same title and DOI as CP102; preprint superseded by IEEE conference record,alternate_version,alternate_version_not_counted,alternate version retained for provenance only; excluded from analytical denominators,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP075,VulAgent: a hypothesis validation-based multi-agent system for software vulnerability detection,CS_CP075,CP075,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2509.11523; doi=10.48550/arXiv.2509.11523; arxiv=2509.11523,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP076,MALF: a multi-agent LLM framework for intelligent fuzzing of industrial control protocols,CS_CP076,CP076,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2510.02694; doi=10.48550/ARXIV.2510.02694; arxiv=2510.02694,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP077,NeTestLLM: automated network protocol testing with LLM agents,CS_CP077,CP077,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2510.13248; doi=10.48550/arXiv.2510.13248; arxiv=2510.13248,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP078,PBFuzz: agentic directed fuzzing for PoV generation,CS_CP078,CP078,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2512.04611; doi=10.48550/ARXIV.2512.04611; arxiv=2512.04611,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP079,VulnLLM-R: specialized reasoning LLM with agent scaffold for vulnerability detection,CS_CP079,CP079,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2512.07533; doi=10.48550/ARXIV.2512.07533; arxiv=2512.07533,NA,canonical source record; no duplicate detected,extended_synthesis,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP080,Co-RedTeam: orchestrated security discovery and exploitation with LLM agents,CS_CP080,CP080,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2602.02164; doi=10.48550/ARXIV.2602.02164; arxiv=2602.02164,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP081,What makes a good LLM agent for real-world penetration testing?,CS_CP081,CP081,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2602.17622; doi=10.48550/ARXIV.2602.17622; arxiv=2602.17622,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP082,Taint-style vulnerability detection and confirmation for node.js packages using LLM agent reasoning,CS_CP082,CP082,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2604.20179; doi=10.48550/ARXIV.2604.20179; arxiv=2604.20179,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP083,Synthesizing multi-agent harnesses for vulnerability discovery,CS_CP083,CP083,preprint,preprint; Zotero/FuLei518/project merged candidate; https://arxiv.org/abs/2604.20801; doi=10.48550/arXiv.2604.20801; arxiv=2604.20801,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP084,PentestAgent: incorporating LLM agents to automated penetration testing,CS_CP084,CP084,conference_version,conferencePaper; Zotero/FuLei518/project merged candidate; urn:isbn:979-8-4007-1410-8; doi=10.1145/3708821.3733882,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP085,LIVA: a multi-agent LLM-assisted system for IoT vulnerability analysis,CS_CP085,CP085,journal_version,journalArticle; Zotero/FuLei518/project merged candidate; https://doi.org/10.1109/TDSC.2026.3665343; doi=10.1109/TDSC.2026.3665343,NA,canonical source record; no duplicate detected,study_level_coded,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
CP086,LLMFuzzTestGen: from automation to robustness via multi-agent LLM-driven fuzzing and feedback loops,CS_CP086,CP086,conference_version,conferencePaper; Zotero/FuLei518/project merged candidate; urn:isbn:979-8-3315-6969-3; doi=10.1109/ICICSE67247.2025.11390823,NA,canonical source record; no duplicate detected,extended_synthesis,canonical_counted,canonical record retained for its assigned analytical layer,Generated by canonical study/version deduplication pass; source records remain traceable even when not counted.
