discovery_id,title,publication_dates,doi,arxiv_id,source_ids,access_status,assessment_status,ai_assisted_proposed_decision,ai_assisted_proposed_layer,decision_reason,source_location,version_status,version_target,second_coder_required,author_final_decision,author_final_reason,human_confirmation_status
FMS1549,USCSA: Evolution-Aware Security Analysis for Proxy-Based Upgradeable Smart Contracts,2025-12-09,,2512.08372,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,USCSA performs AST differencing followed by LLM-assisted attribution in a fixed staged analyzer without tool feedback changing later LLM action.,public full text pp. 1; https://arxiv.org/pdf/2512.08372,,,no,,,pending
FMS1561,VCAO: Verifier-Centered Agentic Orchestration for Strategic OS Vulnerability Discovery,2026-04-09,,,openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 6, 1; https://arxiv.org/pdf/2604.08291",,,yes_after_author_inclusion,,,pending
FMS1571,VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents,2026-07-10,,2607.09653,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"VEXAIoT agents plan and execute offensive tools, observe command results, validate success or failure, and adapt retries and subsequent attacks in controlled testbeds.","public full text pp. 1, 3; https://arxiv.org/pdf/2607.09653",,,yes_after_author_inclusion,,,pending
FMS1573,VIPER-MCP: Detecting and Exploiting Taint-Style Vulnerabilities in Model Context Protocol Servers,2026-05-20,,2605.21392,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,VIPER-MCP feeds static call chains and execution fitness into an evolutionary prompt-fuzzing loop that produces sandboxed end-to-end exploit traces.,"public full text pp. 1, 2; https://arxiv.org/pdf/2605.21392",,,yes_after_author_inclusion,,,pending
FMS1577,Vul-R2: A Reasoning LLM for Automated Vulnerability Repair,2025-10-07,,2510.05480,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"The study contributes an adjacent mechanism, benchmark, evaluation, or one-way LLM-assisted analysis, but does not establish the observable Agentic workflow control required for study-level coding.",public full text pp. 1; https://arxiv.org/pdf/2510.05480,,,no,,,pending
FMS1586,VulnBot: Autonomous Penetration Testing for A Multi-Agent Collaborative Framework,2025-01-23,,2501.13411,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 3, 9; https://arxiv.org/pdf/2501.13411",,,yes_after_author_inclusion,,,pending
FMS1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,2024-09-25,,2409.16701,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,VULEUT converts reachability results and vulnerability context into generated unit tests that are executed to verify third-party-library triggerability.,"public full text pp. 1, 5; https://arxiv.org/pdf/2409.16701",,,yes_after_author_inclusion,,,pending
FMS1600,VulStamp: Vulnerability Assessment using Large Language Model,2025-06-13,,2506.11484,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,VulStamp is a reinforcement-learning vulnerability-severity model; its training feedback is not Agent-runtime control over target-software analysis or validation.,"public full text pp. 2, 1, 4; https://arxiv.org/pdf/2506.11484",,,no,,,pending
FMS1601,VulWeaver: Weaving Broken Semantics for Grounded Vulnerability Detection,2026-04-12,,2604.10767,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,VulWeaver builds dependency graphs and performs LLM-based vulnerability classification in a fixed detector without adaptive tool or execution feedback.,"public full text pp. 1, 2, 3; https://arxiv.org/pdf/2604.10767",,,no,,,pending
FMS1602,VWAttacker: A Systematic Security Testing Framework for Voice over WiFi User Equipments,2025-08-02,,2508.01469,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"VWAttacker uses LLM-assisted property extraction and test generation, followed by deterministic mutation and oracles rather than an adaptive LLM feedback loop.","public full text pp. 2, 1; https://arxiv.org/pdf/2508.01469",,,no,,,pending
FMS1605,WebHunter: An LLM-Agent with Exploit Planning and Tool Collaboration for Automated SQL Injection,2026-6-3,10.1007/978-3-032-22545-0_26,,springer_crossref,not_available,manual_full_text_review_needed,study_level_candidate,target_software_study,"Title/abstract indicates a potentially eligible Agentic target-software workflow, but public full text was not retrieved; do not count or code until full-text review is completed.",title/abstract and source metadata; https://doi.org/10.1007/978-3-032-22545-0_26,,,pending_full_text_and_author_inclusion,,,pending
FMS1607,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,2025-12-23,10.1145/3744916.3773218,2512.20203,arxiv; openalex,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 2, 1; https://arxiv.org/pdf/2512.20203",,,yes_after_author_inclusion,,,pending
FMS1613,What You Code Is What We Prove: Translating BLE App Logic into Formal Models with LLMs for Vulnerability Detection,2025-09-11,,2509.09291,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,The LLM translates program logic into a formal model that is checked by a verifier; full text is needed to confirm whether verification affects later action.,"public full text pp. 1, 2; https://arxiv.org/pdf/2509.09291",,,yes_after_author_inclusion,,,pending
FMS1618,When Fuzzing Meets Understanding: LLM-Driven Semantic Test Generation for RTL Verification,2026-07-11,,2607.10340,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2607.10340",,,yes_after_author_inclusion,,,pending
FMS1630,Why LLMs Fail: A Failure Analysis and Partial Success Measurement for Automated Security Patch Generation,2026-03-10,,2603.10072,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,The study analyzes failures of LLM-based vulnerability patching and contributes adjacent repair-evaluation evidence rather than a new Agentic target-software workflow.,"public full text pp. 1, 5; https://arxiv.org/pdf/2603.10072",,,no,,,pending
FMS1635,xOffense: An Autonomous Multi-Agent Framework for Penetration Testing with Domain-Adapted Large Language Models,2025-09-16,,2509.13021,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.",public full text pp. 1; https://arxiv.org/pdf/2509.13021,,,yes_after_author_inclusion,,,pending
FMS1637,Your Fix Is My Exploit: Enabling Comprehensive DL Library API Fuzzing with Large Language Models,2025-01-08,,2501.04312,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"DFUZZ extracts transferable edge cases with an LLM and applies them in deep-learning API fuzzing, while runtime feedback remains outside LLM control.","public full text pp. 1, 2, 3; https://arxiv.org/pdf/2501.04312",,,no,,,pending
FMS1638,Zer0n: An AI-Assisted Vulnerability Discovery and Blockchain-Backed Integrity Framework,2026-01-11,,2601.07019,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,"Zer0n combines LLM analysis with blockchain report hashing, but active exploitation is out of scope and the evaluated workflow does not expose adaptive tool-feedback control.","public full text pp. 2, 1, 7, 3; https://arxiv.org/pdf/2601.07019",,,no,,,pending
FMS1639,ZERO-APT: A Closed-Loop Adversarial Framework for LLM-Driven Automated Penetration Testing under Intelligent Defense,2026-06-04,,2606.05567,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,"Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2606.05567",,,yes_after_author_inclusion,,,pending
FMS1640,ZeroDayBench: Evaluating LLM Agents on Unseen Zero-Day Vulnerabilities for Cyberdefense,2026-03-02,,2603.02297,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,study_level_candidate,target_software_study,The benchmark evaluates agents on finding and patching unseen vulnerabilities; full text is needed for study-level coding.,"public full text pp. 2, 1; https://arxiv.org/pdf/2603.02297",,,yes_after_author_inclusion,,,pending
FMS1641,zkCraft: Prompt-Guided LLM as a Zero-Shot Mutation Pattern Oracle for TCCT-Powered ZK Fuzzing,2026-01-31,,2602.00667,arxiv,downloaded_and_text_extracted,full_text_reviewed_ai_assisted,extended_synthesis_candidate,extended_synthesis,zkCraft uses an LLM as a zero-shot mutation-pattern oracle before deterministic ZK-circuit fuzzing; execution results do not trigger a later LLM decision.,"public full text pp. 2, 1; https://arxiv.org/pdf/2602.00667",,,no,,,pending
FMS0278,AutoTrace: From Patches to Triggers via Agentic Interprocedural Exploration,2026-07-13,,2607.12058,openalex,downloaded_and_text_extracted,full_text_reviewed,,extended_synthesis,Agent-guided code-property-graph exploration with deterministic evidence gates provides an adjacent program-analysis mechanism for thematic synthesis.,public full text pp. 1--2; https://arxiv.org/pdf/2607.12058,,,no,include_extended_synthesis,Full-text-supported extended synthesis confirmed by the project owner on 2026-08-14; not included in the 199-study coding matrix.,confirmed_by_project_owner_2026-08-14
FMS0635,ExploitGym: Can AI Agents Turn Security Vulnerabilities into Real Attacks?,2026-05-11,,2605.11086,openalex,downloaded_and_text_extracted,full_text_reviewed,,extended_synthesis,A containerized real-vulnerability exploitation benchmark provides adjacent evaluation evidence for capability and claim calibration.,public full text pp. 1--2; https://arxiv.org/pdf/2605.11086,,,no,include_extended_synthesis,Full-text-supported extended synthesis confirmed by the project owner on 2026-08-14; not included in the 199-study coding matrix.,confirmed_by_project_owner_2026-08-14
FMS1036,NeuroSCA: Neuro-Symbolic Constraint Abstraction for Smart Contract Hybrid Fuzzing,2026-03-01,,2603.01272,arxiv,downloaded_and_text_extracted,full_text_reviewed,,extended_synthesis,LLM-guided constraint abstraction coupled to SMT solving and concrete verifier feedback provides an adjacent hybrid-fuzzing mechanism for thematic synthesis.,public full text pp. 1--2; https://arxiv.org/pdf/2603.01272,,,no,include_extended_synthesis,Full-text-supported extended synthesis confirmed by the project owner on 2026-08-14; not included in the 199-study coding matrix.,confirmed_by_project_owner_2026-08-14
FMS1264,"SecureRAG-RTL: A Retrieval-Augmented, Multi-Agent, Zero-Shot LLM-Driven Framework for Hardware Vulnerability Detection",2026-03-05,,2603.05689,arxiv,downloaded_and_text_extracted,full_text_reviewed,,extended_synthesis,Domain retrieval and multi-agent reasoning for RTL vulnerability judgments provide an adjacent candidate-analysis mechanism for thematic synthesis.,public full text pp. 1--2; https://arxiv.org/pdf/2603.05689,,,no,include_extended_synthesis,Full-text-supported extended synthesis confirmed by the project owner on 2026-08-14; not included in the 199-study coding matrix.,confirmed_by_project_owner_2026-08-14
