matrix_id,system,primitive_family,use_role,named_tools,source_location,role_assignment_basis,extraction_note
FMS1017,Multi-Agent Penetration Testing AI for the Web,runtime_oracle,workflow-active use,Burp suite;Docker;docker;nikto;nmap;sqlmap,"Reviewed full text, p.12",Explicit matches: coverage feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1017,Multi-Agent Penetration Testing AI for the Web,replay_poc_pov,workflow-active use,Burp suite;Docker;docker;nikto;nmap;sqlmap,"Reviewed full text, p.1, 2, 3, 4, 5, 13",Explicit matches: proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1017,Multi-Agent Penetration Testing AI for the Web,recon_scan_pentest,workflow-active use,Burp suite;Docker;docker;nikto;nmap;sqlmap,"Reviewed full text, p.1, 2, 3, 5, 6, 8, 13, 15",Explicit matches: Penetration Testing; penetration testing; nmap.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1024,Mystique,static_taint_specification,both,Joern,"Reviewed full text, p.6, 7, 13, 14, 18, 19",Explicit matches: Joern.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1024,Mystique,patch_build_test,both,Joern,"Reviewed full text, p.3, 6, 10, 14",Explicit matches: post-patch.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1034,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,static_taint_specification,workflow-active use,codeql;CodeQL;joern;Joern,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Static Analysis; static analysis; CodeQL; Joern.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1034,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,symbolic_constraint,workflow-active use,codeql;CodeQL;joern;Joern,"Reviewed full text, p.12, 13, 14",Explicit matches: symbolic execution; formal verification; Formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1034,Neuro-symbolic Static Analysis with LLM-generated Vulnerability Patterns,runtime_oracle,workflow-active use,codeql;CodeQL;joern;Joern,"Reviewed full text, p.5, 11",Explicit matches: execution trace; runtime feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1055,"One Signature, Multiple Payments",static_taint_specification,workflow-active use,slither;Slither;Z3,"Reviewed full text, p.1, 2, 3, 5, 6, 7, 8, 9",Explicit matches: taint analysis; Taint Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1055,"One Signature, Multiple Payments",symbolic_constraint,workflow-active use,slither;Slither;Z3,"Reviewed full text, p.1, 2, 5, 6, 8, 10, 11, 12",Explicit matches: symbolic execution; Symbolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1063,Orion,static_taint_specification,workflow-active use,AFL;libFuzzer,"Reviewed full text, p.1, 5, 6, 9, 10, 11",Explicit matches: static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1063,Orion,fuzzing_input_harness,workflow-active use,AFL;libFuzzer,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; seed generation; Fuzz; fuzzer; fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1063,Orion,symbolic_constraint,workflow-active use,AFL;libFuzzer,"Reviewed full text, p.9, 11",Explicit matches: symbolic execution; Constraint Solving.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1063,Orion,runtime_oracle,workflow-active use,AFL;libFuzzer,"Reviewed full text, p.1, 3, 4",Explicit matches: coverage feedback; Coverage feedback; sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1063,Orion,patch_build_test,workflow-active use,AFL;libFuzzer,"Reviewed full text, p.1",Explicit matches: unit test.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1063,Orion,recon_scan_pentest,workflow-active use,AFL;libFuzzer,"Reviewed full text, p.9",Explicit matches: penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1076,PATCHEVAL,patch_build_test,both,Docker,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: patch validation; Patch validation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1081,Pen-Strategist,recon_scan_pentest,workflow-active use,Metasploit;Nmap;SQLmap,"Reviewed full text, p.1, 2, 3, 4, 5, 7, 8, 9",Explicit matches: Penetration Testing; penetration testing; Penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1083,PenForge,recon_scan_pentest,workflow-active use,Burp Suite;Metasploit;metasploit,"Reviewed full text, p.1, 2, 3, 4, 5",Explicit matches: Penetration Testing; Penetration testing; penetration testing; reconnaissance.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1087,PentestEval,fuzzing_input_harness,workflow-active use,Docker;docker;metasploit;nmap;sqlmap,"Reviewed full text, p.11",Explicit matches: fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1087,PentestEval,runtime_oracle,workflow-active use,Docker;docker;metasploit;nmap;sqlmap,"Reviewed full text, p.3, 6",Explicit matches: execution feedback; runtime feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1087,PentestEval,replay_poc_pov,workflow-active use,Docker;docker;metasploit;nmap;sqlmap,"Reviewed full text, p.3, 4, 6, 8, 12, 13",Explicit matches: Proof-of-Concept; PoC; proof-of-concept; exploit script.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1087,PentestEval,recon_scan_pentest,workflow-active use,Docker;docker;metasploit;nmap;sqlmap,"Reviewed full text, p.1, 2, 3, 4, 5, 8, 9, 10",Explicit matches: Penetration Testing; Penetration testing; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1088,PentestMCP,runtime_oracle,workflow-active use,Burp Suite;Docker;masscan;Metasploit;metasploit;nikto;Nmap;nmap;Sqlmap;sqlmap,"Reviewed full text, p.22",Explicit matches: Execution Result; execution result.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1088,PentestMCP,recon_scan_pentest,workflow-active use,Burp Suite;Docker;masscan;Metasploit;metasploit;nikto;Nmap;nmap;Sqlmap;sqlmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Penetration Testing; Penetration testing; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1093,PILOT,fuzzing_input_harness,workflow-active use,AddressSanitizer;AFL,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; fuzzing; fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1093,PILOT,runtime_oracle,workflow-active use,AddressSanitizer;AFL,"Reviewed full text, p.3, 7, 13, 14",Explicit matches: coverage feedback; AddressSanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1095,PoCEvolve,static_taint_specification,workflow-active use,Docker,"Reviewed full text, p.12",Explicit matches: taint analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1095,PoCEvolve,symbolic_constraint,workflow-active use,Docker,"Reviewed full text, p.2",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1095,PoCEvolve,runtime_oracle,workflow-active use,Docker,"Reviewed full text, p.3, 4, 6, 9, 12",Explicit matches: runtime feedback; execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1095,PoCEvolve,replay_poc_pov,workflow-active use,Docker,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Proof-of-Concept; proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1096,PoCGen,static_taint_specification,both,CodeQL;codeql,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 11, 13",Explicit matches: static analysis; taint analysis; Taint analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1096,PoCGen,symbolic_constraint,both,CodeQL;codeql,"Reviewed full text, p.2, 15, 18",Explicit matches: symbolic execution; constraint solving.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1096,PoCGen,runtime_oracle,both,CodeQL;codeql,"Reviewed full text, p.3, 15, 18",Explicit matches: test oracle; execution feedback; runtime feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1096,PoCGen,replay_poc_pov,both,CodeQL;codeql,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 9",Explicit matches: Proof-of-Concept; proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1098,PoCo,static_taint_specification,workflow-active use,Docker;Foundry,"Reviewed full text, p.17",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1098,PoCo,symbolic_constraint,workflow-active use,Docker;Foundry,"Reviewed full text, p.17",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1098,PoCo,runtime_oracle,workflow-active use,Docker;Foundry,"Reviewed full text, p.4, 8, 11, 15",Explicit matches: execution trace; execution feedback; runtime feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1098,PoCo,replay_poc_pov,workflow-active use,Docker;Foundry,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Proof-of-Concept; proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1135,QLCoder,static_taint_specification,workflow-active use,Codeql;CodeQL;codeql;docker;Joern;semgrep;Semgrep,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Static analysis; CodeQL; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1135,QLCoder,symbolic_constraint,workflow-active use,Codeql;CodeQL;codeql;docker;Joern;semgrep;Semgrep,"Reviewed full text, p.10",Explicit matches: constraint solving.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1135,QLCoder,runtime_oracle,workflow-active use,Codeql;CodeQL;codeql;docker;Joern;semgrep;Semgrep,"Reviewed full text, p.1, 2, 3, 4, 6, 8, 17, 24",Explicit matches: execution feedback; sanitizer; Sanitizer; coverage feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1135,QLCoder,patch_build_test,workflow-active use,Codeql;CodeQL;codeql;docker;Joern;semgrep;Semgrep,"Reviewed full text, p.1, 2, 4, 11",Explicit matches: patch validation; Patch Validation; Unit Test.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1136,QLPro,static_taint_specification,workflow-active use,CodeQL,"Reviewed full text, p.1, 2, 3, 4, 5, 6",Explicit matches: static analysis; CodeQL; taint analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1136,QLPro,runtime_oracle,workflow-active use,CodeQL,"Reviewed full text, p.3",Explicit matches: sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1149,RapidPen,static_taint_specification,workflow-active use,Docker;docker;Metasploit;metasploit;Nmap;nmap,"Reviewed full text, p.3",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1149,RapidPen,recon_scan_pentest,both,Docker;docker;Metasploit;metasploit;Nmap;nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Penetration Testing; penetration test; penetration testing; Penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1161,Red-MIRROR,fuzzing_input_harness,workflow-active use,Docker;Nmap;SQLMap,"Reviewed full text, p.9, 10",Explicit matches: fuzzing; Fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1161,Red-MIRROR,replay_poc_pov,both,Docker;Nmap;SQLMap,"Reviewed full text, p.10, 17",Explicit matches: PoC; proof-of-concept; Proof-of-Concept.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1161,Red-MIRROR,recon_scan_pentest,both,Docker;Nmap;SQLMap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 8, 9",Explicit matches: Penetration Testing; penetration testing; Penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1227,SAVANT,static_taint_specification,both,not specified,"Reviewed full text, p.2, 5, 7, 8, 9, 11",Explicit matches: static analysis; Static analysis; data flow analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1227,SAVANT,runtime_oracle,evaluation/support use,not specified,"Reviewed full text, p.9",Explicit matches: sanitizer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1228,SCAFFOLD-CEGIS,static_taint_specification,both,CodeQL;Semgrep,"Reviewed full text, p.2, 4, 5, 7, 8, 9, 10, 11",Explicit matches: static analysis; data-flow analysis; Semgrep.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1228,SCAFFOLD-CEGIS,runtime_oracle,workflow-active use,CodeQL;Semgrep,"Reviewed full text, p.3",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1228,SCAFFOLD-CEGIS,patch_build_test,workflow-active use,CodeQL;Semgrep,"Reviewed full text, p.6",Explicit matches: test suite.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1233,SCGAgent,static_taint_specification,workflow-active use,Codeql;CodeQL;codeql,"Reviewed full text, p.3, 13",Explicit matches: CodeQL; static analysis; Codeql; codeql.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1233,SCGAgent,symbolic_constraint,workflow-active use,Codeql;CodeQL;codeql,"Reviewed full text, p.12",Explicit matches: formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1233,SCGAgent,patch_build_test,workflow-active use,Codeql;CodeQL;codeql,"Reviewed full text, p.2, 3, 5, 6, 7, 8, 10, 11",Explicit matches: test suite; unit test; Unit Test.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1239,SEC-bench Pro,fuzzing_input_harness,workflow-active use,AddressSanitizer;ASAN;ASan;Docker,"Reviewed full text, p.1, 2, 3, 5, 12, 13",Explicit matches: fuzzing; Fuzz; fuzz; Fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1239,SEC-bench Pro,runtime_oracle,workflow-active use,AddressSanitizer;ASAN;ASan;Docker,"Reviewed full text, p.1, 3, 4, 5, 6, 7, 8, 9",Explicit matches: sanitizer; AddressSanitizer; ASan.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1239,SEC-bench Pro,replay_poc_pov,workflow-active use,AddressSanitizer;ASAN;ASan;Docker,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 9",Explicit matches: proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1239,SEC-bench Pro,recon_scan_pentest,workflow-active use,AddressSanitizer;ASAN;ASan;Docker,"Public full text, extracted pages 1, 2, 3, 6; https://arxiv.org/abs/2605.26548",Role assigned from the cited workflow/evaluation passages and the coded lifecycle entry.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1261,SecureFixAgent,static_taint_specification,workflow-active use,Burp Suite;semgrep;Semgrep,"Reviewed full text, p.1, 2, 3, 5, 6",Explicit matches: Static analysis; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1261,SecureFixAgent,patch_build_test,workflow-active use,Burp Suite;semgrep;Semgrep,"Reviewed full text, p.5, 6",Explicit matches: unit test; test suite.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1275,Securing LLM-Generated Embedded Firmware through AI Agent-Driven Validation and ,static_taint_specification,workflow-active use,AFL,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: static analysis; Static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1275,Securing LLM-Generated Embedded Firmware through AI Agent-Driven Validation and ,symbolic_constraint,workflow-active use,AFL,"Reviewed full text, p.2, 8, 9",Explicit matches: formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1279,Securing Smart Contract Languages with a Unified Agentic Framework for Vulnerabi,static_taint_specification,workflow-active use,Slither,"Reviewed full text, p.3, 11, 12",Explicit matches: Static Analysis; Slither; taint analysis; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1279,Securing Smart Contract Languages with a Unified Agentic Framework for Vulnerabi,symbolic_constraint,workflow-active use,Slither,"Reviewed full text, p.3",Explicit matches: formal verification; symbolic execution; Formal Verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1283,Securing the Dark Matter,static_taint_specification,both,angr;CodeQL;Joern;KLEE;Nessus;Z3,"Reviewed full text, p.4, 5, 7, 8, 10, 13, 15, 18",Explicit matches: CodeQL; Joern.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1283,Securing the Dark Matter,symbolic_constraint,both,angr;CodeQL;Joern;KLEE;Nessus;Z3,"Reviewed full text, p.2, 4, 5, 29, 30",Explicit matches: symbolic execution; angr; formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1299,Security in a Workflow,static_taint_specification,workflow-active use,CodeQL;codeql,"Reviewed full text, p.1, 3, 9, 10, 12, 13, 14, 15",Explicit matches: CodeQL; Static Analyzer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1316,SeedSmith,static_taint_specification,workflow-active use,AFL;ASAN;codeql;CodeQL;Docker;Klee;MSAN;UBSAN,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 10, 11",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1316,SeedSmith,fuzzing_input_harness,workflow-active use,AFL;ASAN;codeql;CodeQL;Docker;Klee;MSAN;UBSAN,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Fuzzing; fuzzing; seed corpus; seed generation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1316,SeedSmith,symbolic_constraint,workflow-active use,AFL;ASAN;codeql;CodeQL;Docker;Klee;MSAN;UBSAN,"Reviewed full text, p.13, 14",Explicit matches: symbolic execution; Klee; concolic execution; Symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1316,SeedSmith,runtime_oracle,workflow-active use,AFL;ASAN;codeql;CodeQL;Docker;Klee;MSAN;UBSAN,"Reviewed full text, p.2, 5, 6, 12, 14",Explicit matches: sanitizer; execution feedback; ASAN; UBSAN.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1316,SeedSmith,replay_poc_pov,workflow-active use,AFL;ASAN;codeql;CodeQL;Docker;Klee;MSAN;UBSAN,"Reviewed full text, p.3, 4, 5, 7, 16",Explicit matches: PoV; poc; proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1334,ShadowProbe,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.1, 3, 4, 6, 7, 8, 10, 11",Explicit matches: static analysis; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1334,ShadowProbe,fuzzing_input_harness,workflow-active use,not specified,"Reviewed full text, p.1, 6, 8, 10, 11",Explicit matches: fuzzing; Fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1334,ShadowProbe,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.1, 6, 10, 11",Explicit matches: symbolic execution; concolic execution; Symbolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1338,Sifting the Noise,static_taint_specification,both,CodeQL;codeql;joern;Joern;semgrep;Semgrep,"Reviewed full text, p.1, 3, 4, 5, 6, 7, 8, 9",Explicit matches: CodeQL; Joern; Semgrep.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1394,StealthBench,recon_scan_pentest,both,Docker;docker,"Reviewed full text, p.1, 5, 15, 18",Explicit matches: reconnaissance; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1473,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,static_taint_specification,workflow-active use,CodeQL;KLEE,"Reviewed full text, p.1, 2, 3, 4, 5",Explicit matches: CodeQL; static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1473,Tool-Guided Retrieval-Augmented Repair for Securing LLM-Generated C Code,symbolic_constraint,workflow-active use,CodeQL;KLEE,"Reviewed full text, p.1, 2, 3, 4, 5",Explicit matches: KLEE; symbolic execution; Symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1492,Towards Effective Offensive Security LLM Agents,runtime_oracle,workflow-active use,nikto;sqlmap,"Reviewed full text, p.3, 8",Explicit matches: execution trace; Execution Feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1492,Towards Effective Offensive Security LLM Agents,recon_scan_pentest,workflow-active use,nikto;sqlmap,"Reviewed full text, p.3, 7, 8, 10, 12, 13, 14",Explicit matches: reconnaissance; Reconnaissance; Penetration Testing; nikto.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1509,Trace,static_taint_specification,workflow-active use,Hardhat;hardhat;Slither,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 8, 9",Explicit matches: Static analysis; Slither; Static Analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1509,Trace,symbolic_constraint,workflow-active use,Hardhat;hardhat;Slither,"Reviewed full text, p.11",Explicit matches: symbolic execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1514,Training Language Model Agents to Find Vulnerabilities with CTF-Dojo,symbolic_constraint,evaluation/support use,angr;Docker;docker;DOCKER;gdb;metasploit,"Reviewed full text, p.30",Explicit matches: angr.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1514,Training Language Model Agents to Find Vulnerabilities with CTF-Dojo,runtime_oracle,evaluation/support use,angr;Docker;docker;DOCKER;gdb;metasploit,"Reviewed full text, p.14",Explicit matches: execution feedback.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1514,Training Language Model Agents to Find Vulnerabilities with CTF-Dojo,recon_scan_pentest,evaluation/support use,angr;Docker;docker;DOCKER;gdb;metasploit,"Reviewed full text, p.9, 10, 11, 20",Explicit matches: penetration testing; metasploit.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1530,TypePilot,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.4",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1530,TypePilot,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.2, 5, 10",Explicit matches: formal verification; Formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1530,TypePilot,patch_build_test,workflow-active use,not specified,"Reviewed full text, p.9",Explicit matches: patch validation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1561,VCAO,static_taint_specification,both,CodeQL,"Reviewed full text, p.2, 3, 4, 5, 6, 7, 9",Explicit matches: CodeQL.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1561,VCAO,fuzzing_input_harness,both,CodeQL,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 9",Explicit matches: fuzzing; Fuzz.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1561,VCAO,recon_scan_pentest,workflow-active use,CodeQL,"Reviewed full text, p.3",Explicit matches: penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1571,VEXAIoT,replay_poc_pov,workflow-active use,metasploit;nmap,"Reviewed full text, p.6",Explicit matches: exploit script.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1571,VEXAIoT,recon_scan_pentest,workflow-active use,metasploit;nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: penetration testing; reconnaissance; Penetration Testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1573,VIPER-MCP,static_taint_specification,workflow-active use,CodeQL;Docker;docker;semgrep,"Reviewed full text, p.1, 2, 3, 4, 5, 8, 9, 11",Explicit matches: static analysis; CodeQL; Taint analysis; taint analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1573,VIPER-MCP,fuzzing_input_harness,workflow-active use,CodeQL;Docker;docker;semgrep,"Reviewed full text, p.2, 3, 4, 5, 6, 7, 8, 11",Explicit matches: fuzzing; Fuzzing; fuzzer.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1573,VIPER-MCP,runtime_oracle,workflow-active use,CodeQL;Docker;docker;semgrep,"Reviewed full text, p.2, 4, 18, 19",Explicit matches: coverage feedback; execution feedback; execution trace; runtime signal.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1573,VIPER-MCP,replay_poc_pov,workflow-active use,CodeQL;Docker;docker;semgrep,"Reviewed full text, p.1, 2, 7, 9, 10, 11, 21",Explicit matches: proof-of-concept; PoC.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1586,VulnBot,fuzzing_input_harness,workflow-active use,Metasploit;metasploit;Nikto;nikto;Nmap;nmap,"Reviewed full text, p.12, 15",Explicit matches: fuzzing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1586,VulnBot,runtime_oracle,workflow-active use,Metasploit;metasploit;Nikto;nikto;Nmap;nmap,"Reviewed full text, p.5, 6, 8",Explicit matches: execution result.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1586,VulnBot,recon_scan_pentest,workflow-active use,Metasploit;metasploit;Nikto;nikto;Nmap;nmap,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 8",Explicit matches: Penetration Testing; Penetration testing; penetration testing.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.11",Explicit matches: taint analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,runtime_oracle,workflow-active use,not specified,"Reviewed full text, p.3, 4, 6, 9",Explicit matches: test oracle; Test Oracle.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1592,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,replay_poc_pov,workflow-active use,not specified,"Reviewed full text, p.3, 4, 7, 8, 11",Explicit matches: POC; PoC; Proof of Concept.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1607,Well Begun is Half Done,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.12",Explicit matches: static analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1607,Well Begun is Half Done,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.6, 13",Explicit matches: concolic execution; Concolic Execution.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1607,Well Begun is Half Done,patch_build_test,workflow-active use,not specified,"Reviewed full text, p.5, 6, 12",Explicit matches: Patch Verification; patch verification; test suite.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1613,What You Code Is What We Prove,static_taint_specification,workflow-active use,not specified,"Reviewed full text, p.1, 2, 3, 4, 7, 10",Explicit matches: static analysis; taint analysis.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1613,What You Code Is What We Prove,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 10, 11",Explicit matches: formal verification; formal Verification; Formal Verification; Formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1618,When Fuzzing Meets Understanding,fuzzing_input_harness,workflow-active use,not specified,"Reviewed full text, p.1, 2, 3, 4, 5, 6, 7, 9",Explicit matches: Fuzzing; fuzzing; seed generation.,The role describes where the primitive is used; it does not imply dynamic agent selection.
FMS1618,When Fuzzing Meets Understanding,symbolic_constraint,workflow-active use,not specified,"Reviewed full text, p.1, 2",Explicit matches: formal verification.,The role describes where the primitive is used; it does not imply dynamic agent selection.
