record_id,canonical_title,system_alias,publication_status,venue,official_url,arxiv_id,doi,last_verified_date,note,citation_key
CP249,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,QRS,public_preprint,arXiv,https://arxiv.org/abs/2602.09774,2602.09774,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u37
CP250,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,public_preprint,arXiv,https://arxiv.org/abs/2602.05721,2602.05721,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,
CP251,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,public_preprint,arXiv,https://arxiv.org/abs/2601.17762,2601.17762,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,
CP252,VulnResolver: A Hybrid Agent Framework for LLM-Based Automated Vulnerability Issue Resolution,VulnResolver,public_preprint,arXiv,https://arxiv.org/abs/2601.13933,2601.13933,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,
CP253,Multi-Agent Taint Specification Extraction for Vulnerability Detection,Multi-Agent Taint Specification Extraction for Vulnerability Detection,public_preprint,arXiv,https://arxiv.org/abs/2601.10865,2601.10865,NA,2026-07-15,Submission-time update cohort; public metadata and full text reviewed.,update2026u41
PE001,Codex,NA,product_ecosystem_background,OpenAI product page,https://openai.com/codex/,NA,NA,2026-06-13,product_ecosystem_snapshot: official product page; not a corpus/Core row; local Zotero search found no matching item; DOI not applicable,
PE002,Codex Models,NA,product_ecosystem_background,OpenAI Developers documentation,https://developers.openai.com/codex/models,NA,NA,2026-06-13,product_ecosystem_snapshot: official model documentation; not a corpus/Core row; DOI not applicable,
PE003,Codex Security,NA,product_ecosystem_emerging_boundary,OpenAI Help Center,https://help.openai.com/en/articles/20001107-codex-security,NA,NA,2026-06-13,product_ecosystem_snapshot: research preview help page; not a corpus/Core row; local Zotero search found no matching item; vendor material not independent confirmation,
PE004,Codex Security plugin,NA,product_ecosystem_supporting,OpenAI Developers documentation,https://developers.openai.com/codex/security/plugin,NA,NA,2026-06-13,product_ecosystem_snapshot: plugin workflow documentation; not a corpus/Core row; DOI not applicable,
PE005,Codex Security FAQ,NA,product_ecosystem_supporting,OpenAI Developers documentation,https://developers.openai.com/codex/security/faq,NA,NA,2026-06-13,product_ecosystem_snapshot: FAQ documentation; not a corpus/Core row; DOI not applicable,
PE006,Codex Security use cases,NA,product_ecosystem_supporting,OpenAI Developers documentation,https://developers.openai.com/codex/use-cases/deep-security-scan,NA,NA,2026-06-13,product_ecosystem_snapshot: official use-case page; not a corpus/Core row; DOI not applicable,
PE007,OpenAI Cyber Safety for Codex,NA,product_ecosystem_background,OpenAI Developers documentation,https://developers.openai.com/codex/concepts/cyber-safety,NA,NA,2026-06-13,product_ecosystem_snapshot: safety/governance documentation; not a corpus/Core row; DOI not applicable,
PE008,Codex for Open Source / Codex OSS,NA,product_ecosystem_supporting,OpenAI Developers documentation,https://developers.openai.com/codex/open-source,NA,NA,2026-06-13,product_ecosystem_snapshot: OSS program and public component documentation; not a corpus/Core row; DOI not applicable,
PE009,Claude Code,NA,product_ecosystem_background,Anthropic product page,https://claude.com/product/claude-code,NA,NA,2026-06-13,product_ecosystem_snapshot: official product page; not a corpus/Core row; local Zotero search found no matching item; DOI not applicable,
PE010,Claude Code security controls,NA,product_ecosystem_supporting,Claude Code documentation,https://code.claude.com/docs/en/security,NA,NA,2026-06-15,product_ecosystem_snapshot: operational security controls documentation; not a corpus/Core row; DOI not applicable; docs.anthropic.com/en/docs/claude-code/security redirects to this current official entry,
PE011,Claude Code automated review / GitHub Actions,NA,product_ecosystem_supporting,Claude Code documentation,https://code.claude.com/docs/en/github-actions,NA,NA,2026-06-13,product_ecosystem_snapshot: code-review and CI/CD integration documentation; not a corpus/Core row; DOI not applicable,
PE012,Claude Code Security,NA,product_ecosystem_supporting,Anthropic product announcement,https://claude.com/blog/claude-security-public-beta,NA,NA,2026-06-13,product_ecosystem_snapshot: former product name in public beta announcement; not a corpus/Core row; local Zotero search found no matching item,
PE013,Claude Security,NA,product_ecosystem_emerging_boundary,Anthropic product page,https://claude.com/product/claude-security,NA,NA,2026-06-13,product_ecosystem_snapshot: official product page; not a corpus/Core row; local Zotero search found no matching item; vendor material not independent confirmation,
PE014,Claude Opus 4.8,NA,product_ecosystem_background,Anthropic model page,https://www.anthropic.com/claude/opus,NA,NA,2026-06-13,product_ecosystem_snapshot: official model page; not a corpus/Core row; DOI not applicable,
PE015,Claude Mythos Preview / Mythos 5,NA,product_ecosystem_emerging_boundary,Anthropic model page,https://www.anthropic.com/claude/mythos,NA,NA,2026-06-13,product_ecosystem_snapshot: restricted-access model page; not a corpus/Core row; vendor material not independent confirmation,
PE016,Project Glasswing,NA,product_ecosystem_emerging_boundary,Anthropic announcement,https://www.anthropic.com/glasswing,NA,NA,2026-06-13,product_ecosystem_snapshot: defensive cyber initiative announcement; not a corpus/Core row; vendor material not independent confirmation,
PE017,Anthropic Responsible Disclosure Policy,NA,product_ecosystem_supporting,Anthropic policy page,https://www.anthropic.com/responsible-disclosure-policy,NA,NA,2026-06-13,product_ecosystem_snapshot: disclosure policy; not a corpus/Core row; DOI not applicable,
