matrix_id,record_id,coding_round,field,original_label,current_codebook_candidate_label,change_required,evidence_basis,source_location,uncertainty,author_review_status,final_harmonized_label
U38,CP250,submission_update_20260715,lifecycle_coverage,candidate analysis;path and input exploration;execution observation;reproduction and validation,candidate analysis;path and input exploration;execution observation;reproduction and validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U38,none,not_required,candidate analysis;path and input exploration;execution observation;reproduction and validation
U38,CP250,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U38,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U38,CP250,submission_update_20260715,overlay_tags,PoC/PoV validation agent,failure-memory reuse,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U38,none,not_required_schema_normalization,failure-memory reuse
U38,CP250,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U38,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging;long-horizon state management;failure reuse / strategy update
U38,CP250,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U38,none,not_required,reproducible validation
U38,CP250,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U38,none,not_required,benchmark ground truth / public material
U39,CP251,submission_update_20260715,lifecycle_coverage,candidate analysis;patch validation;reporting and audit,candidate analysis;patch validation;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U39,none,not_required,candidate analysis;patch validation;reporting and audit
U39,CP251,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U39,none,not_required_schema_normalization,candidate-analysis system
U39,CP251,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U39,none,not_required_schema_normalization,
U39,CP251,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U39,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U39,CP251,submission_update_20260715,strongest_evidence_output,controlled task completion,controlled task completion,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U39,none,not_required,controlled task completion
U39,CP251,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U39,none,not_required,benchmark ground truth / public material
U40,CP252,submission_update_20260715,lifecycle_coverage,candidate analysis;execution observation;reproduction and validation;patch validation,candidate analysis;execution observation;reproduction and validation;patch validation,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U40,none,not_required,candidate analysis;execution observation;reproduction and validation;patch validation
U40,CP252,submission_update_20260715,primary_system_shape,PoC/PoV validation agent,"reproduction-, validation-, and repair-centered agent",schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U40,none,not_required_schema_normalization,"reproduction-, validation-, and repair-centered agent"
U40,CP252,submission_update_20260715,overlay_tags,PoC/PoV validation agent,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U40,none,not_required_schema_normalization,
U40,CP252,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U40,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U40,CP252,submission_update_20260715,strongest_evidence_output,reproducible validation,reproducible validation,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U40,none,not_required,reproducible validation
U40,CP252,submission_update_20260715,external_traceability,benchmark ground truth / public material,benchmark ground truth / public material,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U40,none,not_required,benchmark ground truth / public material
U41,CP253,submission_update_20260715,lifecycle_coverage,candidate analysis;reporting and audit,candidate analysis;reporting and audit,no,Existing label already uses the current controlled vocabulary.,data/submission_update_20260715_adjudicated.csv:U41,none,not_required,candidate analysis;reporting and audit
U41,CP253,submission_update_20260715,primary_system_shape,candidate-analysis system,candidate-analysis system,schema_normalization,schema normalization; no primary-shape meaning changed,data/submission_update_20260715_adjudicated.csv:U41,none,not_required_schema_normalization,candidate-analysis system
U41,CP253,submission_update_20260715,overlay_tags,candidate-analysis system,,schema_normalization,Explicit overlay text and controlled capability labels were separated from the primary shape.,data/submission_update_20260715_adjudicated.csv:U41,none,not_required_schema_normalization,
U41,CP253,submission_update_20260715,cross_stage_capabilities,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging,no,Legacy textual-reflection label removed from the formal controlled field and retained in legacy_notes.,data/submission_update_20260715_adjudicated.csv:U41,none,not_required,context aggregation / rule extraction;tool routing / strategy routing;feedback interpretation / loop adjustment;validation organization / evidence packaging
U41,CP253,submission_update_20260715,strongest_evidence_output,candidate judgment,candidate judgment,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U41,none,not_required,candidate judgment
U41,CP253,submission_update_20260715,external_traceability,author-reported external clue,author-reported external clue,no,Preserved from the field-specific independently checked coding result.,data/submission_update_20260715_adjudicated.csv:U41,none,not_required,author-reported external clue
