record_id,title,year,source_type,publication_status,original_layer,analysis_layer,task_category,is_analytical_core,core_id,system_alias,a_level_original,primary_evidence_stage_original,external_evidence_profile_original,evidence_object_original,artifact_status_original,official_url,doi,inclusion_or_exclusion_reason,corpus_layer_note
CP238,COBALT-TLA: A Neuro-Symbolic Verification Loop for Cross-Chain Bridge Vulnerability Discovery,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U26,COBALT-TLA,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.12172,NA,"TLC counterexamples are security-conditioned formal runtime signals, not concrete target-software replay packages.",Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP239,Argus: Reorchestrating Static Analysis via a Multi-Agent Ensemble for Full-Chain Security Vulnerability Detection,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U27,Argus,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.06633,NA,The reviewed workflow packages static-analysis findings and generated PoC text without a demonstrated execution oracle or replay chain.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP240,PoC-Adapt: Semantic-Aware Automated Vulnerability Reproduction with LLM Multi-Agents and Reinforcement Learning-Driven Adaptive Policy,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U28,PoC-Adapt,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.06618,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP241,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Discovery,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U29,Guiding Symbolic Execution with Static Analysis and LLMs for Vulnerability Disco,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.06506,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP242,RuleForge: Automated Generation and Validation for Web Vulnerability Detection at Scale,2026,preprint,public_preprint,Supporting,Extended synthesis,Candidate analysis,no,NA,NA,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.01977,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP243,Fuzzing with Agents? Generators Are All You Need,2026,preprint,public_preprint,Core,Study-level coded,Fuzzing / input exploration,yes,U31,Fuzzing with Agents? Generators Are All You Need,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2604.01442,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP244,STRIATUM-CTF: A Protocol-Driven Agentic Framework for General-Purpose CTF Solving,2026,preprint,public_preprint,Core,Study-level coded,Pentest / CRS / long-horizon workflow,yes,U32,STRIATUM-CTF,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2603.22577,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP245,VulnAgent-R2: Evidence-Calibrated Multi-Agent Auditing for Repository-Level Vulnerability Detection,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U33,VulnAgent-R2,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2603.13384,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP246,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,2026,conference,formal_conference_with_public_preprint,Core,Study-level coded,Fuzzing / input exploration,yes,U34,Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing,NA,NA,NA,NA,public arXiv full text,https://doi.org/10.1145/3786155.3788582,10.1145/3786155.3788582,The formal SBFT 2026 version is reconciled with the coded arXiv record; workflow--capability--evidence labels are unchanged.,Current coding remains stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP247,vEcho: A Paradigm Shift from Vulnerability Verification to Proactive Discovery with Large Language Models,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U35,vEcho,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2603.01154,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP248,FuzzySQL: Uncovering Hidden Vulnerabilities in DBMS Special Features with LLM-Driven Fuzzing,2026,preprint,public_preprint,Core,Study-level coded,Fuzzing / input exploration,yes,U36,FuzzySQL,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2602.19490,NA,Replay-guided crash confirmation and dependency-preserving minimization yield reproducible PoCs; vendor and CVE counts remain aggregate in the reviewed public material.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP249,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U37,QRS,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2602.09774,NA,Specific public CVE and maintainer patch links align system findings with external records.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP250,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U38,A Dual-Loop Agent Framework for Automated Vulnerability Reproduction,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2602.05721,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP251,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnerabilities,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U39,Multi-Agent End-to-End Vulnerability Management for Mitigating Recurring Vulnera,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2601.17762,NA,"Detection and repair are checked by the detector and an LLM validation agent rather than executable failing-before/passing-after tests, so the result remains benchmark task completion.",Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP252,VulnResolver: A Hybrid Agent Framework for LLM-Based Automated Vulnerability Issue Resolution,2026,preprint,public_preprint,Core,Study-level coded,PoC/PoV validation,yes,U40,VulnResolver,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2601.13933,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
CP253,Multi-Agent Taint Specification Extraction for Vulnerability Detection,2026,preprint,public_preprint,Core,Study-level coded,Candidate analysis,yes,U41,Multi-Agent Taint Specification Extraction for Vulnerability Detection,NA,NA,NA,NA,public arXiv full text,https://arxiv.org/abs/2601.10865,NA,The proposed labels apply the frozen operational definitions to the author and coder2 rationales; differences concern overlapping secondary stages or capabilities.,Current workflow--capability--evidence coding is stored in the submission-update adjudicated and additions files; legacy A/E fields are not imputed.
